age,gender,marital_status,months_at_company,num_appraisals,base_salary,num_penalties,num_raise_requests,num_benefits,past_performance_score,sentiment_score,attendance_rate,completion_rate,attrition_risk
29,Female,Divorced,72,7,13412.86,6,2,7,2,2,0.928,0.31,2
45,Female,Divorced,106,0,4859.47,2,2,1,3,3,0.898,0.431,2
38,Female,Married,107,1,8529.4,8,2,3,0,0,0.895,0.149,5
40,Male,Divorced,78,8,15825.29,8,0,7,2,3,0.976,0.788,4
30,Male,Single,56,9,15628.53,6,3,10,4,2,0.971,0.884,3
49,Male,Married,95,10,8367.29,5,0,1,0,2,1.0,0.31,4
29,Male,Married,76,10,17777.59,8,3,3,2,4,0.913,0.152,4
58,Female,Married,75,7,17392.18,4,1,2,1,0,0.986,0.05,2
45,Male,Married,36,0,18717.43,7,5,1,3,1,0.889,0.759,3
25,Male,Single,80,2,13975.07,0,4,1,1,2,0.95,0.686,2
56,Male,Divorced,9,9,7784.33,9,3,0,2,0,0.882,0.446,5
31,Female,Married,105,9,8861.17,9,2,1,3,1,0.919,0.311,4
30,Male,Married,83,9,7948.14,3,2,4,0,2,0.942,0.727,3
45,Female,Divorced,73,6,18273.98,0,4,10,0,1,0.96,0.194,3
50,Male,Single,117,8,4513.71,9,0,2,4,3,0.877,0.28,3
45,Male,Divorced,81,0,16413.22,6,3,6,3,4,0.889,0.02,3
24,Female,Single,41,7,5888.61,2,1,6,4,4,0.894,0.775,1
38,Male,Married,99,4,19490.63,5,0,2,0,3,0.85,0.565,3
58,Female,Single,3,10,3210.49,8,1,6,0,3,0.992,0.952,5
49,Male,Married,18,10,18423.44,6,5,9,3,3,0.871,0.79,4
52,Female,Married,106,3,5755.12,1,4,0,1,0,0.881,0.835,2
26,Female,Married,79,6,6551.51,3,5,9,3,0,0.912,0.522,3
29,Female,Divorced,36,3,7376.88,1,2,5,4,4,0.903,0.787,2
52,Female,Divorced,11,9,18396.3,3,5,1,0,4,0.858,0.261,4
36,Male,Single,46,9,7489.42,1,0,7,0,3,0.923,0.047,2
22,Female,Divorced,81,9,6168.2,10,5,9,3,4,0.977,0.747,5
59,Male,Single,75,10,17934.5,8,0,10,0,3,0.92,0.656,4
54,Male,Married,93,7,9751.22,8,3,10,4,3,0.994,0.166,3
45,Female,Single,36,3,12445.3,0,4,7,3,0,0.879,0.668,1
44,Male,Single,64,2,11989.22,7,2,2,2,4,0.994,0.34,4
28,Female,Divorced,41,5,8068.25,0,0,1,4,1,0.891,0.137,1
55,Female,Divorced,27,6,19620.83,5,1,4,0,2,0.945,0.682,4
37,Male,Married,29,5,8553.18,1,5,4,4,2,0.881,0.131,1
58,Female,Divorced,38,0,15144.97,6,0,3,2,4,0.893,0.132,2
46,Male,Single,74,6,13489.45,8,2,7,3,1,0.961,0.858,3
32,Male,Divorced,82,7,6512.03,10,3,1,3,1,0.908,0.315,5
55,Female,Married,63,8,18932.46,0,5,5,0,4,0.952,0.825,2
25,Male,Divorced,111,8,9070.37,2,2,7,1,2,0.897,0.469,2
41,Female,Married,74,6,19927.36,5,2,9,0,0,0.966,0.929,3
34,Male,Married,3,5,8496.51,7,5,1,3,1,0.944,0.842,3
47,Male,Single,21,3,6481.51,8,3,5,1,0,0.942,0.791,5
49,Male,Divorced,88,7,11121.33,7,5,6,0,2,0.864,0.693,5
33,Male,Divorced,22,2,17312.71,5,4,7,2,1,0.858,0.784,3
28,Female,Married,90,7,15662.41,4,1,10,4,1,0.972,0.195,1
47,Male,Single,33,10,15385.27,2,5,7,0,0,0.928,0.959,3
52,Female,Married,107,5,5589.69,0,3,5,3,3,0.997,0.229,1
23,Female,Married,4,6,9021.48,10,4,10,2,2,0.974,0.037,4
32,Female,Single,51,6,8505.33,7,3,4,3,3,0.909,0.61,3
44,Female,Married,31,9,12435.84,4,2,0,3,2,0.979,0.655,3
23,Female,Married,21,6,18201.4,1,4,6,3,3,0.901,0.995,1
41,Male,Single,41,2,14848.79,0,5,6,1,3,0.886,0.202,2
59,Male,Divorced,51,5,5476.57,0,0,2,0,1,0.971,0.648,1
26,Male,Married,81,8,7538.6,8,5,8,2,3,0.971,0.106,5
46,Male,Single,16,9,16340.13,5,3,0,4,4,0.988,0.464,2
34,Female,Married,62,4,5232.95,5,2,6,2,2,0.887,0.4,3
33,Male,Single,107,2,19327.76,1,2,0,3,2,0.888,0.326,2
36,Female,Single,76,5,14862.77,8,4,6,0,2,0.927,0.803,5
35,Female,Married,45,10,6400.17,9,5,2,0,0,0.988,0.29,5
37,Female,Divorced,118,3,18510.44,5,0,2,2,4,0.99,0.863,3
53,Male,Married,27,8,14984.29,3,5,5,1,1,0.912,0.449,2
44,Female,Married,38,9,11579.69,4,0,9,4,4,0.932,0.551,2
22,Male,Divorced,21,0,15376.11,8,1,7,0,1,0.894,0.669,5
54,Female,Married,98,8,6093.26,3,0,5,4,1,0.894,0.453,1
43,Male,Married,30,5,8616.09,4,0,7,2,2,0.971,0.77,2
32,Female,Married,109,10,11602.77,2,5,7,1,0,0.989,0.468,2
55,Female,Single,85,3,18470.65,6,2,3,2,3,0.887,0.244,3
44,Male,Married,14,2,3814.42,1,0,5,1,2,0.873,0.07,2
57,Male,Divorced,26,3,3598.26,7,4,8,2,0,0.887,0.793,4
36,Female,Single,46,2,3097.26,1,5,0,3,2,0.985,0.562,1
40,Female,Divorced,92,0,11228.06,2,0,3,1,1,0.875,0.6,2
51,Male,Married,64,9,4848.11,0,2,10,1,3,0.89,0.802,2
22,Female,Single,1,1,16507.02,4,4,1,0,3,0.874,0.152,4
42,Male,Married,2,2,6274.51,9,4,4,2,1,0.95,0.712,5
26,Female,Single,52,0,6932.46,9,4,9,2,3,0.891,0.093,5
39,Female,Married,20,5,7452.13,2,0,8,1,1,0.866,0.953,2
44,Female,Single,103,4,6523.92,2,0,8,2,3,0.985,0.863,2
24,Female,Married,5,4,19998.36,0,3,0,3,2,0.865,0.292,1
58,Male,Single,29,7,16283.34,8,1,8,3,2,0.906,0.462,3
48,Male,Single,10,3,10596.71,2,4,2,2,2,0.853,0.683,2
27,Male,Single,96,10,19698.19,5,4,0,2,1,0.895,0.822,3
41,Male,Divorced,30,8,5410.99,3,1,10,2,2,0.94,0.302,2
31,Female,Single,73,7,13791.32,10,4,6,3,0,0.906,0.943,4
35,Female,Married,82,8,11890.7,9,3,5,0,3,0.878,0.735,5
36,Male,Divorced,110,7,13156.32,0,0,5,1,2,0.955,0.02,0
39,Male,Divorced,107,4,4143.71,2,5,1,4,2,0.914,0.151,2
53,Male,Single,89,3,19333.26,7,0,5,1,1,0.895,0.404,4
48,Female,Married,30,1,16905.56,10,2,5,3,1,0.893,0.43,5
42,Male,Divorced,62,9,17980.53,9,1,8,2,1,0.876,0.429,4
31,Male,Divorced,41,7,5789.95,5,5,1,2,0,0.903,0.172,4
32,Male,Single,54,1,19350.01,8,0,5,3,3,0.955,0.103,4
28,Female,Divorced,68,8,3650.96,5,2,5,2,3,0.851,0.431,4
37,Female,Married,96,10,3086.15,6,1,0,0,0,0.887,0.652,4
24,Male,Divorced,78,3,11167.34,5,5,3,1,4,0.929,0.451,4
22,Female,Divorced,43,5,18472.49,6,5,9,4,3,0.975,0.867,3
37,Male,Married,23,0,11093.69,1,1,7,4,2,0.97,0.414,0
26,Female,Married,87,8,18571.21,6,1,10,3,4,0.998,0.863,3
47,Male,Divorced,117,0,7981.79,1,4,6,2,0,0.963,0.009,2
23,Male,Divorced,119,0,7790.62,1,4,5,4,1,0.948,0.115,1
51,Female,Single,9,7,18305.01,8,2,9,2,0,0.933,0.891,4
49,Female,Single,110,9,16495.6,8,1,2,3,1,0.976,0.651,4
53,Male,Married,27,1,6522.49,3,2,7,2,2,1.0,0.421,2
44,Male,Divorced,36,4,5297.84,5,1,4,0,3,0.969,0.687,2
49,Male,Married,48,2,10718.02,4,2,8,3,1,0.872,0.405,2
44,Female,Single,97,10,15368.14,6,3,2,3,0,0.962,0.853,4
55,Female,Divorced,107,5,9075.04,4,5,7,1,1,0.999,0.32,3
28,Male,Married,78,0,12912.5,3,2,7,2,3,0.95,0.756,2
47,Male,Single,16,4,16805.36,4,1,6,2,2,0.891,0.037,3
24,Female,Divorced,79,10,5490.21,4,2,7,3,2,0.959,0.569,2
43,Male,Divorced,113,10,12450.32,1,0,6,0,3,0.984,0.816,2
51,Male,Married,73,5,15320.18,1,5,4,0,3,0.946,0.402,3
29,Male,Married,103,8,12802.68,8,3,3,1,4,0.967,0.439,4
22,Female,Married,2,9,16027.03,0,4,0,1,1,0.967,0.478,2
48,Female,Divorced,83,10,9144.94,5,1,4,4,0,0.938,0.008,2
24,Female,Married,53,0,10965.98,5,1,8,2,0,0.884,0.911,3
40,Male,Married,84,10,6352.71,4,0,2,2,0,0.858,0.332,2
31,Female,Single,56,2,5152.6,2,2,0,4,4,0.902,0.478,1
42,Male,Married,15,8,5197.85,7,5,4,1,1,0.979,0.553,3
29,Male,Single,34,9,17303.69,9,5,5,3,3,0.871,0.78,5
29,Male,Married,109,0,18716.03,4,1,7,2,1,0.919,0.79,2
46,Female,Single,115,6,8717.09,6,5,5,0,0,0.994,0.253,5
23,Female,Married,72,10,14036.24,1,3,2,0,4,0.937,0.42,2
31,Male,Divorced,100,1,8712.25,4,0,5,3,1,0.941,0.529,2
44,Male,Divorced,31,9,10305.02,4,2,4,2,4,0.853,0.118,3
32,Male,Single,117,5,6225.63,1,2,9,1,3,0.94,0.164,2
43,Male,Married,84,10,16589.24,7,5,2,1,0,0.97,0.678,4
49,Female,Divorced,76,2,8483.24,10,2,9,3,1,0.872,0.157,5
46,Female,Divorced,9,8,4514.12,9,2,7,4,3,0.855,0.927,4
57,Male,Married,52,6,15417.4,5,0,0,0,1,0.915,0.477,3
56,Female,Single,71,5,11342.19,1,3,6,3,3,0.93,0.089,1
26,Female,Single,4,7,3098.99,0,4,4,3,4,0.876,0.736,1
41,Male,Divorced,115,9,16857.7,1,2,1,0,0,0.89,0.667,2
42,Female,Divorced,87,9,11870.85,6,3,9,0,4,0.855,0.569,3
50,Male,Divorced,64,6,3779.34,5,0,1,3,2,0.946,0.588,3
44,Female,Divorced,45,3,6677.63,2,4,2,1,1,0.989,0.96,3
52,Male,Married,3,7,12708.62,3,2,6,2,0,0.869,0.623,2
27,Female,Divorced,89,3,14316.61,6,0,5,1,1,0.965,0.136,3
46,Female,Married,88,1,14619.63,2,5,8,0,4,0.939,0.851,3
47,Female,Married,33,0,13697.99,2,4,0,0,2,0.909,0.087,2
37,Female,Married,94,8,19553.39,0,4,7,4,2,0.882,0.895,0
27,Female,Married,8,10,9619.71,0,4,7,0,3,0.901,0.68,2
26,Male,Single,49,3,10003.66,1,2,8,2,1,0.893,0.5,1
33,Male,Divorced,6,1,5487.89,5,3,8,2,2,0.998,0.326,3
56,Female,Married,71,5,5226.21,2,3,0,4,4,0.943,0.055,1
52,Male,Single,2,1,18359.97,10,5,6,3,2,0.888,0.669,5
50,Male,Married,4,5,4857.22,8,2,4,4,2,0.971,0.395,4
25,Male,Married,104,0,7480.32,4,1,2,2,3,0.937,0.704,2
27,Male,Single,115,4,14441.62,8,0,10,1,2,0.921,0.969,4
49,Male,Single,117,8,16320.97,7,4,6,1,1,0.885,0.541,4
33,Male,Divorced,70,9,8852.86,8,0,8,1,3,0.865,0.869,5
52,Female,Divorced,29,3,13247.21,6,4,7,4,4,0.884,0.56,2
27,Male,Single,48,7,10409.1,9,2,5,2,2,0.998,0.343,5
54,Male,Married,119,4,16934.61,3,3,3,0,3,0.953,0.609,3
53,Male,Single,75,9,16093.76,0,1,3,4,2,0.882,0.594,1
35,Female,Divorced,35,10,10772.98,10,4,1,2,4,0.958,0.233,4
40,Female,Married,103,0,17085.06,6,2,0,3,3,0.961,0.963,3
33,Male,Single,50,5,4715.35,0,2,10,1,1,0.937,0.702,2
46,Male,Divorced,60,5,7379.98,8,0,1,3,1,0.854,0.59,4
52,Female,Single,33,0,19673.99,2,1,3,0,1,0.918,0.618,3
41,Female,Divorced,8,10,19455.45,2,2,7,2,1,0.924,0.252,1
57,Female,Divorced,83,2,4336.33,8,1,8,1,1,0.889,0.294,5
52,Male,Single,74,7,13779.88,5,2,3,0,2,0.979,0.388,4
38,Female,Divorced,77,4,3540.0,0,5,7,3,3,0.924,0.057,2
59,Female,Married,7,4,9385.37,10,5,8,4,4,0.993,0.225,5
54,Female,Single,26,10,18121.55,7,0,2,0,2,0.882,0.903,4
31,Female,Divorced,21,3,8835.42,2,2,10,0,1,0.853,0.27,3
41,Male,Single,119,1,10906.02,1,2,7,1,2,0.867,0.993,2
33,Male,Married,75,4,5827.69,5,1,8,2,3,0.874,0.398,3
46,Female,Divorced,8,3,6009.52,0,5,0,4,3,0.993,0.605,0
28,Male,Married,118,7,14889.94,7,0,4,0,1,0.947,0.241,4
50,Female,Married,116,1,11778.4,8,1,5,2,4,0.94,0.663,4
50,Male,Divorced,3,3,14745.99,3,3,6,0,1,0.926,0.001,3
41,Female,Single,84,7,7663.22,6,0,10,1,2,0.906,0.676,3
44,Male,Single,33,0,10075.88,10,2,2,0,1,0.997,0.461,5
58,Female,Divorced,76,8,6521.99,7,5,0,1,4,0.903,0.816,5
43,Female,Divorced,107,6,4594.56,6,1,10,4,4,0.886,0.974,3
26,Male,Married,16,7,14245.6,1,0,1,1,4,0.919,0.22,1
24,Male,Divorced,57,8,14462.0,7,0,10,0,0,0.977,0.587,4
36,Male,Divorced,3,9,9152.85,2,1,6,2,2,0.923,0.486,1
26,Female,Married,16,0,6847.75,8,5,9,3,4,0.927,0.455,5
42,Male,Married,4,10,18442.63,2,1,0,0,0,0.992,0.929,1
55,Female,Single,106,3,16050.36,0,2,3,2,0,0.971,0.338,1
24,Female,Divorced,47,3,8810.36,3,5,3,3,3,0.869,0.126,2
42,Female,Divorced,6,4,14662.47,4,5,1,4,1,0.977,0.323,2
55,Female,Divorced,118,7,7258.97,9,2,2,3,4,0.939,0.436,4
25,Female,Single,84,4,14457.42,3,0,8,2,4,0.897,0.188,2
27,Male,Divorced,50,9,11592.81,7,0,2,3,4,0.944,0.782,3
44,Male,Single,77,2,15490.5,10,5,4,4,3,0.86,0.124,5
51,Male,Divorced,74,7,16611.36,9,3,10,0,0,0.864,0.146,5
48,Female,Married,40,10,18136.97,5,1,3,2,1,0.911,0.784,3
36,Female,Divorced,4,3,8957.47,1,0,7,2,2,0.941,0.721,1
48,Male,Divorced,110,4,11559.79,2,5,6,2,4,0.864,0.87,2
38,Female,Married,4,6,18447.34,2,2,3,1,2,0.924,0.235,2
49,Female,Single,42,6,3002.39,7,1,1,0,4,0.939,0.438,4
35,Female,Married,35,9,8684.62,10,3,10,3,4,0.869,0.033,4
34,Male,Single,51,8,4673.67,2,3,1,0,3,0.989,0.594,2
38,Female,Single,100,3,18406.32,2,4,10,0,0,0.906,0.425,3
50,Female,Married,66,3,19728.45,0,4,0,1,0,0.908,0.064,1
46,Male,Single,46,8,10574.53,5,5,9,3,4,0.977,0.124,4
24,Male,Single,19,6,12620.73,10,3,0,2,2,0.974,0.01,5
42,Female,Married,11,10,7547.13,5,0,9,2,0,0.967,0.126,3
57,Male,Single,19,8,12061.47,10,5,8,3,0,0.876,0.75,5
53,Male,Divorced,30,9,5862.42,7,3,1,1,1,0.926,0.726,4
34,Female,Divorced,14,9,14744.06,3,2,7,0,0,0.996,0.007,3
41,Female,Divorced,29,7,17384.72,9,1,4,2,0,0.881,0.035,5
46,Male,Married,25,10,7143.22,5,5,1,2,0,0.935,0.817,4
49,Female,Divorced,22,3,18809.18,6,3,5,4,1,0.876,0.049,3
26,Male,Married,70,9,10076.14,3,2,10,0,4,0.983,0.276,4
40,Male,Married,101,8,8137.59,9,2,5,2,4,0.859,0.558,5
46,Female,Single,68,1,9133.86,3,3,9,2,0,0.996,0.838,3
57,Female,Married,65,0,9950.2,0,3,1,1,0,0.984,0.368,2
32,Male,Married,41,8,6647.96,6,4,7,0,3,0.896,0.234,4
55,Male,Married,92,7,19829.48,8,2,8,4,4,0.902,0.49,5
29,Female,Divorced,112,7,3234.1,1,3,2,4,4,0.898,0.68,1
44,Female,Single,76,1,19430.13,8,5,0,1,1,0.94,0.416,4
23,Male,Single,64,10,16136.11,7,3,5,0,4,0.927,0.656,4
32,Male,Divorced,34,9,3147.05,0,5,4,0,3,0.915,0.136,1
40,Male,Single,115,3,9738.7,2,1,10,3,0,0.899,0.183,1
35,Male,Married,38,4,19406.45,8,4,4,1,0,0.89,0.397,5
36,Female,Married,93,10,8439.76,2,1,9,2,4,0.954,0.04,1
42,Male,Single,22,2,6395.28,6,0,6,0,1,0.893,0.092,4
56,Male,Married,94,8,13688.42,1,2,4,4,3,0.873,0.075,0
53,Male,Divorced,70,5,19361.68,1,0,1,0,2,0.917,0.562,1
44,Female,Divorced,15,0,6765.62,3,3,10,1,1,0.993,0.063,3
59,Male,Single,106,2,5471.29,3,2,6,4,4,0.939,0.803,1
40,Male,Single,50,4,18397.57,7,0,10,1,3,0.969,0.388,4
57,Female,Divorced,92,2,15630.26,0,4,9,1,2,0.893,0.92,1
37,Female,Divorced,2,10,16574.41,5,2,3,0,4,0.956,0.121,3
56,Male,Single,99,0,7867.3,4,5,3,3,2,0.954,0.317,3
25,Female,Married,65,5,13471.04,6,3,0,2,4,0.878,0.495,2
44,Male,Divorced,43,6,3456.06,3,3,9,1,3,0.945,0.93,3
46,Male,Divorced,61,3,14849.39,6,5,9,2,0,0.909,0.965,4
35,Male,Married,93,3,3827.94,7,0,8,2,0,0.962,0.261,4
44,Male,Single,88,8,6847.21,0,5,1,3,3,0.885,0.339,1
49,Female,Married,74,7,8714.47,9,1,4,4,2,0.984,0.672,4
32,Female,Married,106,8,17077.17,10,2,2,0,0,0.868,0.49,5
25,Male,Divorced,57,0,16202.31,6,0,0,2,1,0.963,0.579,3
44,Male,Married,118,6,10649.41,10,0,6,0,4,0.88,0.651,5
38,Male,Married,84,10,11976.28,8,0,1,4,2,0.879,0.047,3
39,Male,Single,46,7,14842.67,5,4,0,1,3,0.997,0.171,4
47,Male,Married,35,9,8582.89,6,4,5,4,3,0.906,0.56,4
38,Female,Married,20,4,17935.85,0,4,8,0,0,0.866,0.918,2
27,Female,Divorced,37,4,7283.64,2,3,10,2,3,0.875,0.421,3
49,Female,Divorced,51,3,17745.71,4,0,10,0,4,0.895,0.837,3
34,Male,Single,20,6,8909.1,5,3,5,3,1,0.862,0.502,3
52,Male,Single,22,4,10780.57,3,5,3,1,0,0.985,0.359,3
37,Female,Single,1,8,13059.1,2,3,0,1,0,0.954,0.844,2
46,Male,Single,39,4,15619.17,4,1,10,0,2,0.866,0.74,3
57,Female,Single,89,8,7256.26,8,1,6,3,4,0.896,0.4,4
44,Female,Single,4,8,7416.93,10,4,6,0,4,0.872,0.754,5
39,Male,Single,28,0,13286.87,1,2,7,2,2,0.908,0.347,2
35,Female,Single,35,7,16469.51,5,5,5,0,4,0.975,0.433,3
41,Male,Divorced,48,0,9283.56,1,0,8,4,4,0.952,0.422,0
53,Female,Married,110,4,12640.44,2,1,4,3,0,0.947,0.543,1
38,Female,Divorced,39,7,4944.37,3,3,3,3,1,0.96,0.385,2
35,Female,Single,3,7,6393.83,4,0,0,0,3,0.932,0.696,3
54,Female,Single,22,8,10246.25,2,4,10,4,2,0.891,0.983,2
26,Female,Divorced,51,7,9095.85,10,1,3,1,3,0.935,0.112,5
30,Female,Single,80,5,5375.75,8,4,2,4,1,0.901,0.13,4
46,Female,Single,15,8,14860.83,0,5,3,4,4,0.987,0.095,1
36,Male,Divorced,21,10,6145.91,4,2,7,1,3,0.895,0.862,3
33,Female,Divorced,77,3,9983.9,0,0,10,0,0,0.992,0.313,2
30,Female,Married,105,0,6596.0,3,1,0,2,0,0.987,0.275,3
57,Male,Divorced,111,1,6755.31,10,1,3,1,4,0.901,0.1,5
59,Female,Single,78,0,12175.12,8,4,0,3,2,0.913,0.858,4
25,Male,Married,15,2,10657.25,3,4,9,4,2,0.919,0.403,1
46,Male,Married,112,7,18039.96,9,4,0,0,1,0.979,0.548,5
51,Male,Single,77,4,16982.47,6,2,6,1,4,0.888,0.137,4
32,Male,Divorced,101,9,5237.11,8,3,7,2,3,0.927,0.507,4
57,Male,Married,80,8,4169.47,0,0,3,1,4,0.875,0.969,0
34,Female,Single,58,8,9748.07,10,2,2,1,3,0.861,0.368,5
58,Female,Divorced,55,4,18072.4,4,2,0,0,4,0.968,0.309,3
49,Male,Married,67,2,8317.66,8,0,5,3,0,0.897,0.338,4
37,Male,Single,35,1,10724.38,2,5,6,0,1,0.897,0.893,3
32,Female,Single,10,7,12328.58,2,3,6,1,1,0.918,0.704,2
54,Male,Single,75,6,10956.44,5,3,9,3,4,0.949,0.847,2
23,Female,Married,55,9,12464.33,2,0,1,2,4,0.931,0.038,3
52,Male,Divorced,78,7,19718.72,2,1,9,0,1,0.95,0.549,2
51,Female,Single,22,7,16827.79,7,0,6,4,0,0.964,0.903,3
28,Female,Married,45,4,4108.85,8,5,9,4,1,0.941,0.17,4
25,Female,Single,17,2,10280.56,1,2,1,3,3,0.878,0.266,1
52,Male,Married,13,2,10770.32,7,4,0,4,0,0.986,0.564,3
31,Female,Married,3,10,9733.59,7,2,0,1,2,0.876,0.919,4
54,Male,Married,87,8,5628.98,8,0,2,2,1,0.868,0.743,4
40,Female,Single,42,4,15833.32,7,5,2,4,0,0.999,0.298,3
41,Female,Married,68,2,12091.93,10,3,6,0,0,0.958,0.037,5
25,Female,Married,3,4,18000.82,3,0,0,3,2,0.922,0.544,3
37,Male,Single,29,6,15317.52,1,4,7,2,4,0.983,0.332,2
25,Female,Single,26,10,16739.93,4,2,10,3,4,0.886,0.939,2
45,Female,Divorced,25,7,14342.45,10,2,2,2,3,0.979,0.596,5
30,Male,Divorced,107,5,17346.56,0,4,2,2,2,0.998,0.471,0
52,Female,Single,50,6,14004.15,9,2,3,2,2,0.96,0.285,4
59,Female,Divorced,58,6,6571.79,3,3,10,1,0,0.995,0.47,2
43,Male,Married,83,9,5677.36,9,0,2,2,0,0.931,0.24,4
41,Male,Married,49,7,6145.39,7,5,9,4,1,0.992,0.475,3
29,Female,Divorced,119,5,10658.22,9,2,8,0,0,0.91,0.048,5
37,Male,Married,38,10,8870.53,0,0,6,3,0,0.959,0.209,0
42,Male,Married,111,3,11763.97,9,1,6,3,0,0.968,0.659,4
57,Female,Married,40,7,18687.19,4,0,9,3,0,0.883,0.077,1
30,Male,Divorced,27,7,18991.96,4,0,4,1,4,0.867,0.017,2
47,Female,Married,115,4,9369.87,0,5,7,1,2,0.887,0.08,1
51,Male,Divorced,35,4,11069.86,0,4,9,3,0,0.89,0.134,1
28,Female,Single,99,5,8900.77,0,0,5,2,0,0.914,0.19,1
46,Female,Married,84,3,12160.83,0,5,6,3,0,0.997,0.041,0
36,Female,Divorced,107,2,5094.89,1,3,4,2,2,0.926,0.262,2
26,Female,Married,10,2,16834.79,8,3,4,4,1,0.866,0.075,4
42,Female,Married,40,7,14352.26,5,1,2,3,1,0.904,0.719,2
26,Female,Married,2,4,19239.54,10,4,7,4,4,0.89,0.457,4
39,Female,Divorced,113,1,9247.02,2,0,1,3,0,0.868,0.184,2
58,Female,Single,10,9,19665.59,4,5,2,0,4,0.891,0.727,4
57,Male,Divorced,91,0,8530.19,9,2,10,2,2,0.858,0.588,4
33,Female,Single,31,3,15917.64,6,4,8,1,2,0.924,0.744,3
33,Male,Single,95,10,19672.36,4,5,1,2,2,0.961,0.275,3
37,Female,Single,38,7,7345.32,3,4,1,2,4,0.924,0.752,3
45,Female,Married,10,6,10475.76,0,3,7,1,0,0.953,0.15,2
44,Female,Married,9,6,19337.76,3,0,7,4,0,0.869,0.332,1
31,Female,Married,4,4,13096.31,5,4,0,1,2,0.99,0.812,3
40,Female,Married,55,2,11154.96,9,0,7,2,0,0.892,0.85,4
31,Male,Divorced,91,8,15049.09,9,3,3,1,2,1.0,0.204,5
44,Male,Married,97,0,9490.2,2,2,8,1,2,0.948,0.472,2
54,Female,Married,57,4,10921.86,6,0,4,4,2,0.916,0.335,3
27,Female,Married,76,9,19369.7,4,5,8,4,3,0.976,0.559,3
30,Male,Single,16,7,12583.92,6,0,2,4,0,0.931,0.756,2
30,Male,Divorced,102,10,13337.72,5,2,7,1,4,0.958,0.063,3
23,Female,Divorced,104,0,9578.91,9,4,6,4,1,0.943,0.277,3
49,Male,Married,76,2,11203.26,5,5,0,3,1,0.966,0.003,2
25,Female,Divorced,27,2,8328.05,6,0,4,1,4,0.921,0.519,3
58,Female,Single,51,1,12014.27,9,3,6,0,1,1.0,0.362,5
27,Female,Married,71,0,5172.02,8,4,10,2,2,0.878,0.013,4
41,Male,Married,30,5,17686.99,8,4,4,1,3,0.882,0.594,5
48,Female,Married,17,9,14819.27,10,4,4,0,4,0.865,0.628,5
48,Male,Divorced,102,10,14696.82,10,2,8,0,0,0.876,0.797,5
23,Male,Divorced,19,5,16841.08,3,3,8,3,0,0.856,0.389,2
45,Female,Divorced,5,4,12469.29,10,0,9,0,1,0.981,0.144,5
26,Female,Divorced,106,10,11800.04,1,4,5,2,0,0.954,0.375,1
47,Male,Married,75,10,16778.28,8,4,8,2,1,0.936,0.205,5
43,Female,Divorced,7,2,14642.18,6,2,0,0,2,0.955,0.682,3
33,Female,Divorced,47,3,10457.91,3,3,1,0,0,0.912,0.359,3
26,Male,Single,105,10,11035.97,3,2,5,4,0,0.884,0.123,2
37,Female,Single,62,10,14276.61,8,0,4,3,4,0.93,0.244,3
36,Male,Divorced,18,10,5196.81,7,0,9,4,1,0.997,0.973,3
30,Female,Single,105,1,18391.1,7,1,4,3,2,0.852,0.041,4
29,Female,Divorced,58,1,8273.82,0,4,1,4,3,0.953,0.603,0
40,Male,Single,104,0,8681.94,10,1,4,1,2,0.974,0.123,5
24,Female,Divorced,7,3,19269.07,4,2,0,1,1,0.971,0.682,2
58,Male,Single,50,7,16702.36,7,1,4,3,2,0.896,0.706,4
49,Female,Married,25,3,11238.58,6,4,0,3,3,0.975,0.301,4
33,Female,Married,46,1,6058.31,3,0,2,0,2,0.956,0.336,2
34,Female,Single,109,0,3667.13,6,2,8,2,1,0.886,0.65,4
32,Male,Single,27,5,15224.53,3,2,8,3,0,0.951,0.406,2
41,Female,Single,86,3,12859.38,5,2,0,0,0,0.864,0.255,4
42,Female,Single,120,4,19360.0,9,1,0,3,3,0.98,0.317,4
35,Female,Single,12,8,18298.28,2,4,5,4,1,0.932,0.44,1
54,Female,Single,38,7,10902.71,0,0,6,3,0,0.864,0.882,1
28,Female,Single,34,8,19597.46,6,5,7,1,2,0.898,0.396,5
45,Female,Single,109,5,4158.08,2,4,6,0,0,0.876,0.252,3
47,Female,Married,80,6,9922.4,1,4,7,1,3,0.977,0.639,2
28,Male,Married,20,6,14935.69,1,1,6,2,4,0.862,0.446,1
23,Male,Single,63,10,10552.17,3,3,6,1,0,0.868,0.809,3
57,Male,Single,73,1,18711.06,3,5,8,4,1,0.881,0.855,2
31,Female,Divorced,45,10,18100.1,6,5,3,0,1,0.891,0.464,4
37,Female,Single,60,6,10089.09,10,4,10,1,4,0.981,0.938,5
43,Female,Married,2,4,8226.0,9,2,7,3,4,0.92,0.359,5
27,Male,Married,93,10,12292.31,0,0,5,4,2,0.853,0.829,0
34,Female,Married,110,0,7525.14,8,5,3,2,2,0.937,0.471,5
25,Male,Married,117,10,19982.53,8,1,4,2,1,0.986,0.718,5
50,Female,Single,20,4,6586.54,8,4,3,1,1,0.977,0.754,5
51,Male,Divorced,13,3,6690.03,2,0,10,4,2,0.945,0.284,0
30,Male,Married,37,7,7320.4,10,0,3,3,1,0.948,0.616,5
41,Female,Divorced,20,10,9163.41,6,2,6,3,4,0.926,0.402,2
